namekey;imageurl;person;personLabel;personDescription;wikipediaENurl
http://www.wikidata.org/entity/Q111072910;https://commons.wikimedia.org/wiki/Special:Redirect/file/D.H._Knott_LCCN2014709420.jpg?width=1024;http://www.wikidata.org/entity/Q100146531;David Hurst Knott;American politician;https://en.wikipedia.org/wiki/David_H._Knott
http://www.wikidata.org/entity/Q110845506;https://commons.wikimedia.org/wiki/Special:Redirect/file/Hendrix_Lapierre_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q100150917;Hendrix Lapierre;Canadian ice hockey player;https://en.wikipedia.org/wiki/Hendrix_Lapierre
http://www.wikidata.org/entity/Q44445101;https://commons.wikimedia.org/wiki/Special:Redirect/file/Lt._Gen._Karsten_S._Heckl.jpg?width=1024;http://www.wikidata.org/entity/Q100252415;Karsten S. Heckl;U.S. Marine Corps general;https://en.wikipedia.org/wiki/Karsten_Heckl
http://www.wikidata.org/entity/Q19720184;https://commons.wikimedia.org/wiki/Special:Redirect/file/Trey_Hillman_2013.jpg?width=1024;http://www.wikidata.org/entity/Q1002851;Trey Hillman;American baseball player and coach;https://en.wikipedia.org/wiki/Trey_Hillman
http://www.wikidata.org/entity/Q117787732;https://commons.wikimedia.org/wiki/Special:Redirect/file/Adm_Frank_F_Fletcher_headshot.jpg?width=1024;http://www.wikidata.org/entity/Q1003513;Frank Friday Fletcher;United States Navy Medal of Honor recipient (1855-1928);https://en.wikipedia.org/wiki/Frank_Friday_Fletcher
http://www.wikidata.org/entity/Q112115877;https://commons.wikimedia.org/wiki/Special:Redirect/file/Th%C3%ADch_Tr%C3%AD_Qu%E1%BA%A3ng.jpg?width=1024;http://www.wikidata.org/entity/Q1006267;Thich Tri Quang;Vietnamese Buddhist monk (1924–2019);https://en.wikipedia.org/wiki/Th%C3%ADch_Tr%C3%AD_Quang
http://www.wikidata.org/entity/Q97653045;https://commons.wikimedia.org/wiki/Special:Redirect/file/Voa_chinese_Cai_Wu_China_Culture_Minister_6sept10_300.jpg?width=1024;http://www.wikidata.org/entity/Q1006940;Cai Wu;Chinese politician;https://en.wikipedia.org/wiki/Cai_Wu
http://www.wikidata.org/entity/Q42261114;https://commons.wikimedia.org/wiki/Special:Redirect/file/Banks_Turner_in_the_1920_Tennessee_House_of_Representatives_61st_General_Assembly.jpg?width=1024;http://www.wikidata.org/entity/Q100707615;Banks Turner;American politician;https://en.wikipedia.org/wiki/Banks_Turner
http://www.wikidata.org/entity/Q56709702;https://commons.wikimedia.org/wiki/Special:Redirect/file/Jamison_Battle.jpg?width=1024;http://www.wikidata.org/entity/Q100746415;Jamison Battle;American basketball player (born 2001);https://en.wikipedia.org/wiki/Jamison_Battle
http://www.wikidata.org/entity/Q112207693;https://commons.wikimedia.org/wiki/Special:Redirect/file/%E5%90%B3%E5%BB%B7%E9%AD%81_Ng%C3%B4_%C4%90%C3%ACnh_Kh%C3%B4i_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q1007830;Ngô Đình Khôi;Vietnamese politician (1885-1945);https://en.wikipedia.org/wiki/Ng%C3%B4_%C4%90%C3%ACnh_Kh%C3%B4i
http://www.wikidata.org/entity/Q84317809;https://commons.wikimedia.org/wiki/Special:Redirect/file/Prentiss_Hubb.jpg?width=1024;http://www.wikidata.org/entity/Q100806031;Prentiss Hubb;American basketball player;https://en.wikipedia.org/wiki/Prentiss_Hubb
http://www.wikidata.org/entity/Q61961399;https://commons.wikimedia.org/wiki/Special:Redirect/file/Lake_Kelly.jpg?width=1024;http://www.wikidata.org/entity/Q100869655;Lake Kelly;American basketball player and coach;https://en.wikipedia.org/wiki/Lake_Kelly
http://www.wikidata.org/entity/Q48979006;https://commons.wikimedia.org/wiki/Special:Redirect/file/SaintsGame_%2851584966166%29_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q100871143;Juwan Johnson;American football player;https://en.wikipedia.org/wiki/Juwan_Johnson
http://www.wikidata.org/entity/Q56166137;https://commons.wikimedia.org/wiki/Special:Redirect/file/Jarod_Lucas.jpg?width=1024;http://www.wikidata.org/entity/Q100877851;Jarod Lucas;American basketball player;https://en.wikipedia.org/wiki/Jarod_Lucas
http://www.wikidata.org/entity/Q16282234;https://commons.wikimedia.org/wiki/Special:Redirect/file/Tyrese_Martin.jpg?width=1024;http://www.wikidata.org/entity/Q100880225;Tyrese Martin;American basketball player;https://en.wikipedia.org/wiki/Tyrese_Martin
http://www.wikidata.org/entity/Q105953853;https://commons.wikimedia.org/wiki/Special:Redirect/file/Davion_Mintz.jpg?width=1024;http://www.wikidata.org/entity/Q100885226;Davion Mintz;American basketball player;https://en.wikipedia.org/wiki/Davion_Mintz
http://www.wikidata.org/entity/Q105953853;https://commons.wikimedia.org/wiki/Special:Redirect/file/Davion_Mitchell.jpg?width=1024;http://www.wikidata.org/entity/Q100885338;Davion Mitchell;American basketball player;https://en.wikipedia.org/wiki/Davion_Mitchell
http://www.wikidata.org/entity/Q54805729;https://commons.wikimedia.org/wiki/Special:Redirect/file/Tristen_Newtown_White_House.jpg?width=1024;http://www.wikidata.org/entity/Q100890869;Tristen Newton;American basketball player;https://en.wikipedia.org/wiki/Tristen_Newton
http://www.wikidata.org/entity/Q82753212;https://commons.wikimedia.org/wiki/Special:Redirect/file/Donta_Scott_attempts_to_get_space_from_a_Wolverine_defender_as_he_brings_the_ball_up_at_X-finity_Center%2C_December_31%2C_2020_%28All-Pro_Reels_Photography%29_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q100920946;Donta Scott;American basketball player;https://en.wikipedia.org/wiki/Donta_Scott
http://www.wikidata.org/entity/Q65092008;https://commons.wikimedia.org/wiki/Special:Redirect/file/Dru_Smith.jpg?width=1024;http://www.wikidata.org/entity/Q100924114;Dru Smith;American basketball player;https://en.wikipedia.org/wiki/Dru_Smith
http://www.wikidata.org/entity/Q87664613;https://commons.wikimedia.org/wiki/Special:Redirect/file/DJ_Stewart_Jr.jpg?width=1024;http://www.wikidata.org/entity/Q100927626;D.J. Stewart;American basketball player (born 1999);https://en.wikipedia.org/wiki/D.J._Stewart_Jr.
http://www.wikidata.org/entity/Q43303875;https://commons.wikimedia.org/wiki/Special:Redirect/file/Justice_Sueing.jpg?width=1024;http://www.wikidata.org/entity/Q100929677;Justice Sueing;"college basketball player (2017–2021) University of California; Ohio State";https://en.wikipedia.org/wiki/Justice_Sueing
http://www.wikidata.org/entity/Q6160140;https://commons.wikimedia.org/wiki/Special:Redirect/file/HCU_vs_Texas_A%26M_Commerce_MBB_1-12-23_%2846%29_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q100942490;Jaret Von Rosenberg;American basketball player and coach;https://en.wikipedia.org/wiki/Jaret_von_Rosenberg
http://www.wikidata.org/entity/Q19858516;https://commons.wikimedia.org/wiki/Special:Redirect/file/Keaton_Wallace.jpg?width=1024;http://www.wikidata.org/entity/Q100944690;Keaton Wallace;American basketball player;https://en.wikipedia.org/wiki/Keaton_Wallace
http://www.wikidata.org/entity/Q21148530;https://commons.wikimedia.org/wiki/Special:Redirect/file/Sultana_Firdousi_2.jpg?width=1024;http://www.wikidata.org/entity/Q101001377;Sultana Firdousi;Bangladeshi poet;https://en.wikipedia.org/wiki/Sultana_Firdousi
http://www.wikidata.org/entity/Q96748276;https://commons.wikimedia.org/wiki/Special:Redirect/file/Volpi%2C_Di_Francisca%2C_Zagidullina%2C_Shi_-_2020_Kazan_Women%27s_Foil_World_Cup_%28cropped%29_-_Shi_Yue.jpg?width=1024;http://www.wikidata.org/entity/Q101067870;Shi Yue;Chinese fencer;https://en.wikipedia.org/wiki/Shi_Yue_(fencer)
http://www.wikidata.org/entity/Q113128264;https://commons.wikimedia.org/wiki/Special:Redirect/file/AnnieStockingBoyce1915.png?width=1024;http://www.wikidata.org/entity/Q101071896;Annie Woodman Stocking Boyce;American missionary;https://en.wikipedia.org/wiki/Annie_Stocking_Boyce
http://www.wikidata.org/entity/Q1483687;https://commons.wikimedia.org/wiki/Special:Redirect/file/Papers_of_Dr_Marthe_Louise_Vogt_Wellcome_L0064411_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q101167;Marthe Vogt;German neuroscientist (1903–2003);https://en.wikipedia.org/wiki/Marthe_Vogt
http://www.wikidata.org/entity/Q53791627;https://commons.wikimedia.org/wiki/Special:Redirect/file/Loyce_Pace%2C_HHS_Assistant_Secretary.jpg?width=1024;http://www.wikidata.org/entity/Q101427768;Loyce Pace;American public healthy policy expert;https://en.wikipedia.org/wiki/Loyce_Pace
http://www.wikidata.org/entity/Q28035467;https://commons.wikimedia.org/wiki/Special:Redirect/file/Willie_C._Cooper.jpg?width=1024;http://www.wikidata.org/entity/Q101486347;Willie Cooper Hobby;First Lady of Texas;https://en.wikipedia.org/wiki/Willie_Cooper_Hobby
http://www.wikidata.org/entity/Q106764171;https://commons.wikimedia.org/wiki/Special:Redirect/file/Professor_Gang_Fan_from_National_Economic_Research_Institute_2019.jpg?width=1024;http://www.wikidata.org/entity/Q1015490;Fan Gang;economist;https://en.wikipedia.org/wiki/Fan_Gang
http://www.wikidata.org/entity/Q29552949;https://commons.wikimedia.org/wiki/Special:Redirect/file/Portrait_of_U.S._Representative_Burleigh_F._Spalding%2C_1899.jpg?width=1024;http://www.wikidata.org/entity/Q1016602;Burleigh F. Spalding;American politician (1853-1934);https://en.wikipedia.org/wiki/Burleigh_F._Spalding
http://www.wikidata.org/entity/Q29552949;https://commons.wikimedia.org/wiki/Special:Redirect/file/Burleigh_Grimes.jpg?width=1024;http://www.wikidata.org/entity/Q1016606;Burleigh Grimes;American baseball player and manager (1893–1985);https://en.wikipedia.org/wiki/Burleigh_Grimes
http://www.wikidata.org/entity/Q71572017;https://commons.wikimedia.org/wiki/Special:Redirect/file/Burwell_B._Lewis.jpg?width=1024;http://www.wikidata.org/entity/Q1017185;Burwell Boykin Lewis;American politician (1838-1885);https://en.wikipedia.org/wiki/Burwell_Boykin_Lewis
http://www.wikidata.org/entity/Q71572017;https://commons.wikimedia.org/wiki/Special:Redirect/file/BurwellRitter.jpg?width=1024;http://www.wikidata.org/entity/Q1017189;Burwell C. Ritter;American politician (1810-1880);https://en.wikipedia.org/wiki/Burwell_C._Ritter
http://www.wikidata.org/entity/Q2867936;https://commons.wikimedia.org/wiki/Special:Redirect/file/%C3%89preuve_Cyclisme_Route_Course_Ligne_F%C3%A9minine_Jeux_Olympiques_2024_Rue_Lepic_-_Paris_XVIII_%28FR75%29_-_2024-08-04_-_60.jpg?width=1024;http://www.wikidata.org/entity/Q101856641;Tang Xin;Chinese cyclist;https://en.wikipedia.org/wiki/Tang_Xin_(cyclist)
http://www.wikidata.org/entity/Q3491357;https://commons.wikimedia.org/wiki/Special:Redirect/file/Tapper.jpg?width=1024;http://www.wikidata.org/entity/Q1019937;Börje Tapper;Swedish footballer and manager (1922-1981);https://en.wikipedia.org/wiki/B%C3%B6rje_Tapper
http://www.wikidata.org/entity/Q27678415;https://commons.wikimedia.org/wiki/Special:Redirect/file/Lois_Warfield_Van_Valkenburgh%2C_1939.jpg?width=1024;http://www.wikidata.org/entity/Q102183961;Lois Van Valkenburgh;American political, civil, and social activist;https://en.wikipedia.org/wiki/Lois_Van_Valkenburgh
http://www.wikidata.org/entity/Q97751615;https://commons.wikimedia.org/wiki/Special:Redirect/file/Cade_McNamara_%2851644442233%29_%281%29.jpg?width=1024;http://www.wikidata.org/entity/Q102197398;Cade McNamara;American football quarterback;https://en.wikipedia.org/wiki/Cade_McNamara
http://www.wikidata.org/entity/Q4273538;https://commons.wikimedia.org/wiki/Special:Redirect/file/Houda_Abouz.png?width=1024;http://www.wikidata.org/entity/Q102291424;Houda Abouz;Moroccan rapper and women's rights advocate;https://en.wikipedia.org/wiki/Houda_Abouz
http://www.wikidata.org/entity/Q5057170;https://commons.wikimedia.org/wiki/Special:Redirect/file/Cedrick_Rommel_Frazier.jpg?width=1024;http://www.wikidata.org/entity/Q102322968;Cedrick Frazier;American state politician (born 1979);https://en.wikipedia.org/wiki/Cedrick_Frazier
http://www.wikidata.org/entity/Q30667957;https://commons.wikimedia.org/wiki/Special:Redirect/file/Inbar_Lanir_%28ISR%29_2021.jpg?width=1024;http://www.wikidata.org/entity/Q102351723;Inbar Lanir;Israeli judoka;https://en.wikipedia.org/wiki/Inbar_Lanir
http://www.wikidata.org/entity/Q26004614;https://commons.wikimedia.org/wiki/Special:Redirect/file/James_Pogue.jpg?width=1024;http://www.wikidata.org/entity/Q102358673;James Pogue;American writer;https://en.wikipedia.org/wiki/James_Pogue
http://www.wikidata.org/entity/Q2870696;https://commons.wikimedia.org/wiki/Special:Redirect/file/Lou_Lubie_44e_fest_BD_03343.jpg?width=1024;http://www.wikidata.org/entity/Q102541595;Aude Massot;French comic book artist;https://en.wikipedia.org/wiki/Aude_Massot
http://www.wikidata.org/entity/Q20630238;https://commons.wikimedia.org/wiki/Special:Redirect/file/Ferry_Sikla_by_Alexander_Binder.jpg?width=1024;http://www.wikidata.org/entity/Q102572;Ferry Sikla;German actor (1865-1932);https://en.wikipedia.org/wiki/Ferry_Sikla
http://www.wikidata.org/entity/Q21147640;https://commons.wikimedia.org/wiki/Special:Redirect/file/Cris_Vianna.jpg?width=1024;http://www.wikidata.org/entity/Q10261573;Cris Vianna;Brazilian actress;https://en.wikipedia.org/wiki/Cris_Vianna
http://www.wikidata.org/entity/Q16275138;https://commons.wikimedia.org/wiki/Special:Redirect/file/Caldwell_Edwards_%28Montana_Congressman%29.jpg?width=1024;http://www.wikidata.org/entity/Q1026508;Caldwell Edwards;American politician (1841-1922);https://en.wikipedia.org/wiki/Caldwell_Edwards
http://www.wikidata.org/entity/Q16275138;https://commons.wikimedia.org/wiki/Special:Redirect/file/Caldwell_Esselstyn%2C_Denmark%2C_2019_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q1026509;Caldwell Esselstyn;American physician, author and rower;https://en.wikipedia.org/wiki/Caldwell_Esselstyn
http://www.wikidata.org/entity/Q21285754;https://commons.wikimedia.org/wiki/Special:Redirect/file/Placa_Correio_%28Altos%29.jpg?width=1024;http://www.wikidata.org/entity/Q10267669;Djalma Bastos de Morais;Brazilian politician;https://en.wikipedia.org/wiki/Djalma_Bastos_de_Morais
http://www.wikidata.org/entity/Q21285829;https://commons.wikimedia.org/wiki/Special:Redirect/file/Blue-eyes.jpg?width=1024;http://www.wikidata.org/entity/Q10268987;Duda Yankovich;Brazilian mixed martial artist;https://en.wikipedia.org/wiki/Duda_Yankovich
http://www.wikidata.org/entity/Q10440873;https://commons.wikimedia.org/wiki/Special:Redirect/file/Cam_Fowler_-_April_2010.jpg?width=1024;http://www.wikidata.org/entity/Q1027905;Cam Fowler;Canadian-born American ice hockey player;https://en.wikipedia.org/wiki/Cam_Fowler
http://www.wikidata.org/entity/Q111048129;https://commons.wikimedia.org/wiki/Special:Redirect/file/Cameron_Douglas_at_the_SBIFF_2019.jpg?width=1024;http://www.wikidata.org/entity/Q1028724;Cameron Douglas;American actor;https://en.wikipedia.org/wiki/Cameron_Douglas
http://www.wikidata.org/entity/Q126947960;https://commons.wikimedia.org/wiki/Special:Redirect/file/Gholam-Reza_Rashid_Yasemi.png?width=1024;http://www.wikidata.org/entity/Q10289676;Rashid Yasemi;Iranian academic and author;https://en.wikipedia.org/wiki/Gholamreza_Rashid-Yasemi
http://www.wikidata.org/entity/Q113128281;https://commons.wikimedia.org/wiki/Special:Redirect/file/Guy_Siner.JPG?width=1024;http://www.wikidata.org/entity/Q1029022;Guy Siner;British-American actor;https://en.wikipedia.org/wiki/Guy_Siner
http://www.wikidata.org/entity/Q21286074;https://commons.wikimedia.org/wiki/Special:Redirect/file/Gra%C3%A7a_Morais_2014_IMG_0168.JPG?width=1024;http://www.wikidata.org/entity/Q10291442;Graça Morais;Portuguese painter;https://en.wikipedia.org/wiki/Gra%C3%A7a_Morais
http://www.wikidata.org/entity/Q124465103;https://commons.wikimedia.org/wiki/Special:Redirect/file/Jianping_Wu_-_2017.jpg?width=1024;http://www.wikidata.org/entity/Q10306896;Jianping Wu;Chinese computer scientist;https://en.wikipedia.org/wiki/Wu_Jianping
http://www.wikidata.org/entity/Q6757805;https://commons.wikimedia.org/wiki/Special:Redirect/file/Marcos_willians_herbas_camacho_marcola.jpg?width=1024;http://www.wikidata.org/entity/Q10325366;Marcola;Brazilian criminal, drug trafficker serving a 234-year prison term;https://en.wikipedia.org/wiki/Marcola
http://www.wikidata.org/entity/Q21993666;https://commons.wikimedia.org/wiki/Special:Redirect/file/Halle_Berry_by_Gage_Skidmore_2.jpg?width=1024;http://www.wikidata.org/entity/Q1033016;Halle Berry;American actress (born 1966);https://en.wikipedia.org/wiki/Halle_Berry
http://www.wikidata.org/entity/Q88154291;https://commons.wikimedia.org/wiki/Special:Redirect/file/Pr%C3%AAmio_Comunique-se_2013_%289941915465%29_%28Monalisa_Perrone%29.jpg?width=1024;http://www.wikidata.org/entity/Q10331779;Monalisa Perrone;Brazilian journalist;https://en.wikipedia.org/wiki/Monalisa_Perrone
http://www.wikidata.org/entity/Q17516106;https://commons.wikimedia.org/wiki/Special:Redirect/file/HenkVogels.jpg?width=1024;http://www.wikidata.org/entity/Q1035313;Henk Vogels;Australian cyclist;https://en.wikipedia.org/wiki/Henk_Vogels
http://www.wikidata.org/entity/Q16275176;https://commons.wikimedia.org/wiki/Special:Redirect/file/Macaulay_Culkin_1991_B.jpg?width=1024;http://www.wikidata.org/entity/Q103578;Macaulay Culkin;American actor and singer;https://en.wikipedia.org/wiki/Macaulay_Culkin
http://www.wikidata.org/entity/Q61957879;https://commons.wikimedia.org/wiki/Special:Redirect/file/Cay-Sundstrom-1938.jpg?width=1024;http://www.wikidata.org/entity/Q1036544;Cay Sundström;Finnish politician and diplomat (1902-1959);https://en.wikipedia.org/wiki/Cay_Sundstr%C3%B6m
http://www.wikidata.org/entity/Q94627855;https://commons.wikimedia.org/wiki/Special:Redirect/file/Wu_Lien-teh_-_c._1910%E2%80%931915.jpg?width=1024;http://www.wikidata.org/entity/Q1036871;Wu Lien-teh;Malaysian physician (1879–1960);https://en.wikipedia.org/wiki/Wu_Lien-teh
http://www.wikidata.org/entity/Q19597963;https://commons.wikimedia.org/wiki/Special:Redirect/file/Wenzel_Storch_Frankfurt.jpg?width=1024;http://www.wikidata.org/entity/Q103705;Wenzel Storch;German film director;https://en.wikipedia.org/wiki/Wenzel_Storch
http://www.wikidata.org/entity/Q20155713;https://commons.wikimedia.org/wiki/Special:Redirect/file/Tao_Porchon-Lynch_with_Padma_Shree.jpg?width=1024;http://www.wikidata.org/entity/Q10378116;Tao Porchon-Lynch;American Yoga Instructor;https://en.wikipedia.org/wiki/Tao_Porchon-Lynch
http://www.wikidata.org/entity/Q21142208;https://commons.wikimedia.org/wiki/Special:Redirect/file/Mees_hilgers-1672744656_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q103874995;Mees Hilgers;Indonesian association football player;https://en.wikipedia.org/wiki/Mees_Hilgers
http://www.wikidata.org/entity/Q15852407;https://commons.wikimedia.org/wiki/Special:Redirect/file/Valmir_Assun%C3%A7%C3%A3o_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q10388943;Valmir Assunção;Brazilian politician;https://en.wikipedia.org/wiki/Valmir_Assun%C3%A7%C3%A3o
http://www.wikidata.org/entity/Q63204650;https://commons.wikimedia.org/wiki/Special:Redirect/file/Kiefer_Sutherland_2_SDCC_2014.jpg?width=1024;http://www.wikidata.org/entity/Q103946;Q103946;Canadian actor;https://en.wikipedia.org/wiki/Kiefer_Sutherland
http://www.wikidata.org/entity/Q21285934;https://commons.wikimedia.org/wiki/Special:Redirect/file/Foto_oficial_de_Zeca_do_PT.jpg?width=1024;http://www.wikidata.org/entity/Q10394963;Zeca do PT;Brazilian politician;https://en.wikipedia.org/wiki/Zeca_do_PT
http://www.wikidata.org/entity/Q105904892;https://commons.wikimedia.org/wiki/Special:Redirect/file/1977_Genevra_Counihan_Massachusetts_House_of_Representatives.png?width=1024;http://www.wikidata.org/entity/Q104001730;Genevra Counihan;American politician in Massachusetts;https://en.wikipedia.org/wiki/Genevra_R._Counihan
http://www.wikidata.org/entity/Q116733044;https://commons.wikimedia.org/wiki/Special:Redirect/file/Pas_FC_vs_Esteghlal_FC%2C_7_September_2005_-_Meysam_Maniei.jpg?width=1024;http://www.wikidata.org/entity/Q10405192;Meysam Maniei;Iranian footballer;https://en.wikipedia.org/wiki/Meysam_Maniei
http://www.wikidata.org/entity/Q62830192;https://commons.wikimedia.org/wiki/Special:Redirect/file/K1PL_Berlin_2018-09-16_Female_Kumite_%E2%80%9350_kg_22.jpg?width=1024;http://www.wikidata.org/entity/Q104127717;Shara Hubrich;German karateka;https://en.wikipedia.org/wiki/Shara_Hubrich
http://www.wikidata.org/entity/Q67080669;https://commons.wikimedia.org/wiki/Special:Redirect/file/Marni-von-wilpert-sq.jpg?width=1024;http://www.wikidata.org/entity/Q104165719;Marni von Wilpert;American attorney and politician;https://en.wikipedia.org/wiki/Marni_von_Wilpert
http://www.wikidata.org/entity/Q123152555;https://commons.wikimedia.org/wiki/Special:Redirect/file/Ratnesh_Sada_taking_oath.jpg?width=1024;http://www.wikidata.org/entity/Q104166483;Ratnesh Sada;Indian politician;https://en.wikipedia.org/wiki/Ratnesh_Sada
http://www.wikidata.org/entity/Q75169981;https://commons.wikimedia.org/wiki/Special:Redirect/file/Oscar_Holmes.png?width=1024;http://www.wikidata.org/entity/Q104188821;Oscar Holmes;American pilot, chemist and lawyer (1916-2001);https://en.wikipedia.org/wiki/Oscar_Holmes
http://www.wikidata.org/entity/Q64774051;https://commons.wikimedia.org/wiki/Special:Redirect/file/%C4%B0lkin_Ayd%C4%B1n%2C_2021.jpg?width=1024;http://www.wikidata.org/entity/Q104217167;İlkin Aydın;Turkish volleyball player;https://en.wikipedia.org/wiki/%C4%B0lkin_Ayd%C4%B1n
http://www.wikidata.org/entity/Q121084975;https://commons.wikimedia.org/wiki/Special:Redirect/file/Dr._Adah_Elizabeth_Verder_mouth_pipetting_%2838455898272%29_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q104382483;Adah Elizabeth Verder;American bacteriologist and science administrator (1900-1997);https://en.wikipedia.org/wiki/Adah_Elizabeth_Verder
http://www.wikidata.org/entity/Q96623649;https://commons.wikimedia.org/wiki/Special:Redirect/file/Yang_Zhou_1940.jpg?width=1024;http://www.wikidata.org/entity/Q1044358;Zhou Yang;Chinese literary critic (1908-1989);https://en.wikipedia.org/wiki/Zhou_Yang_(literary_theorist)
http://www.wikidata.org/entity/Q50874138;https://commons.wikimedia.org/wiki/Special:Redirect/file/SLNSW_66337_Murray_the_Escapologist_second_from_right_has_handcuffs_fitted_by_detectives_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q104450397;Norman Murray Carrington Walters;Australian escapologist and illusionist;https://en.wikipedia.org/wiki/Murray_(escapologist)
http://www.wikidata.org/entity/Q122376135;https://commons.wikimedia.org/wiki/Special:Redirect/file/Suyash_Tilak_%28Cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q104519413;Suyash Tilak;Indian film and television actor;https://en.wikipedia.org/wiki/Suyash_Tilak
http://www.wikidata.org/entity/Q69507220;https://commons.wikimedia.org/wiki/Special:Redirect/file/%EB%AA%85%EC%98%88%EC%9D%B4%EC%82%AC%EC%9E%A5%EB%8B%98.jpg?width=1024;http://www.wikidata.org/entity/Q104528418;Kim Jong-ki;;https://en.wikipedia.org/wiki/Kim_Jong-ki
http://www.wikidata.org/entity/Q54811270;https://commons.wikimedia.org/wiki/Special:Redirect/file/ETCH_2015_Cheboksary_%E2%80%94_Alyn_Camara_2.JPG?width=1024;http://www.wikidata.org/entity/Q104542;Alyn Camara;Olympic long jumper;https://en.wikipedia.org/wiki/Alyn_Camara
http://www.wikidata.org/entity/Q16275176;https://commons.wikimedia.org/wiki/Special:Redirect/file/Robison_LCCN2014717308.jpg?width=1024;http://www.wikidata.org/entity/Q1045443;Carson Robison;American musician, singer and songwriter (1890-1957);https://en.wikipedia.org/wiki/Carson_Robison
http://www.wikidata.org/entity/Q16275176;https://commons.wikimedia.org/wiki/Special:Redirect/file/Carson_Palmer_2019.jpg?width=1024;http://www.wikidata.org/entity/Q1045461;Carson Palmer;American football player (born 1979);https://en.wikipedia.org/wiki/Carson_Palmer
http://www.wikidata.org/entity/Q124539634;https://commons.wikimedia.org/wiki/Special:Redirect/file/Daryll_Sylvester_MATTHEW_in_2022_Sep.jpg?width=1024;http://www.wikidata.org/entity/Q104634506;Daryll Mathew;Antiguan and Barbudan politician;https://en.wikipedia.org/wiki/Daryll_Matthew
http://www.wikidata.org/entity/Q19803512;https://commons.wikimedia.org/wiki/Special:Redirect/file/Headshot_of_Gabriel_Obatola_in_June_2009.jpg?width=1024;http://www.wikidata.org/entity/Q10468410;O. J. Obatola;footballer;https://en.wikipedia.org/wiki/O._J._Obatola
http://www.wikidata.org/entity/Q40599913;https://commons.wikimedia.org/wiki/Special:Redirect/file/Waller_W._Graves_%2825135812685%29.jpg?width=1024;http://www.wikidata.org/entity/Q104726516;Waller Washington Graves;American judge (1860–1928);https://en.wikipedia.org/wiki/Waller_Washington_Graves
http://www.wikidata.org/entity/Q105519366;https://commons.wikimedia.org/wiki/Special:Redirect/file/Shaka_King_at_Sundance_Festival.jpg?width=1024;http://www.wikidata.org/entity/Q104728627;Shaka King;American film director, screenwriter, and film producer;https://en.wikipedia.org/wiki/Shaka_King
http://www.wikidata.org/entity/Q19851029;https://commons.wikimedia.org/wiki/Special:Redirect/file/Kir%C3%A1ly_Ede%2C_minden_id%C5%91k_legeredm%C3%A9nyesebb_magyar_m%C5%B1korcsoly%C3%A1z%C3%B3ja._Fortepan_3240.jpg?width=1024;http://www.wikidata.org/entity/Q1047854;Ede Király;Hungarian figure skater (1926–2009);https://en.wikipedia.org/wiki/Ede_Kir%C3%A1ly
http://www.wikidata.org/entity/Q3959296;https://commons.wikimedia.org/wiki/Special:Redirect/file/Shea_Roberts_04152024.jpg?width=1024;http://www.wikidata.org/entity/Q104785921;Shea Roberts;American politician;https://en.wikipedia.org/wiki/Shea_Roberts
http://www.wikidata.org/entity/Q18706987;https://commons.wikimedia.org/wiki/Special:Redirect/file/Elbrus_4600m.jpg?width=1024;http://www.wikidata.org/entity/Q104813436;Akke Rahman;british-Bengali mountaineer;https://en.wikipedia.org/wiki/Akke_Rahman
http://www.wikidata.org/entity/Q3661893;https://commons.wikimedia.org/wiki/Special:Redirect/file/Ballenger-nc10.jpg?width=1024;http://www.wikidata.org/entity/Q1048182;Cass Ballenger;American politician (1926-2015);https://en.wikipedia.org/wiki/Cass_Ballenger
http://www.wikidata.org/entity/Q15212525;https://commons.wikimedia.org/wiki/Special:Redirect/file/Bintou_Keita_8_MARS_2021_%28sq_cropped%29.png?width=1024;http://www.wikidata.org/entity/Q104829441;Bintou Keita;UN diplomat from Guinea;https://en.wikipedia.org/wiki/Bintou_Keita
http://www.wikidata.org/entity/Q55760530;https://commons.wikimedia.org/wiki/Special:Redirect/file/Scrappy_Brown%2C_Homestead_Grays.jpg?width=1024;http://www.wikidata.org/entity/Q104833611;Malcolm Brown;American baseball player (1899-1951);https://en.wikipedia.org/wiki/Scrappy_Brown
http://www.wikidata.org/entity/Q109636967;https://commons.wikimedia.org/wiki/Special:Redirect/file/Mo_at_IEM_2012_World_Finals.jpg?width=1024;http://www.wikidata.org/entity/Q104833691;CaptainMo;Chinese professional CS:GO player;https://en.wikipedia.org/wiki/CaptainMo
