namekey;imageurl;person;personLabel;personDescription;wikipediaENurl
http://www.wikidata.org/entity/Q21143199;https://commons.wikimedia.org/wiki/Special:Redirect/file/Barber_Conable.jpg?width=1024;http://www.wikidata.org/entity/Q443631;Barber Conable;American politician (1922–2003);https://en.wikipedia.org/wiki/Barber_Conable
http://www.wikidata.org/entity/Q62073633;https://commons.wikimedia.org/wiki/Special:Redirect/file/Courtney-h-hodges-USA-E-Sup.jpg?width=1024;http://www.wikidata.org/entity/Q44400;Courtney Hodges;United States general (1887-1966);https://en.wikipedia.org/wiki/Courtney_Hodges
http://www.wikidata.org/entity/Q19720184;https://commons.wikimedia.org/wiki/Special:Redirect/file/Trey_Parker_by_Gage_Skidmore.jpg?width=1024;http://www.wikidata.org/entity/Q44414;Trey Parker;American actor, animator and filmmaker (born 1969);https://en.wikipedia.org/wiki/Trey_Parker
http://www.wikidata.org/entity/Q42506454;https://commons.wikimedia.org/wiki/Special:Redirect/file/Boothe_Headshot_2014.jpg?width=1024;http://www.wikidata.org/entity/Q44433952;Power Boothe;painter;https://en.wikipedia.org/wiki/Power_Boothe
http://www.wikidata.org/entity/Q110822897;https://commons.wikimedia.org/wiki/Special:Redirect/file/Sammi_Hanratty_2015_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q444450;Sammi Hanratty;actress;https://en.wikipedia.org/wiki/Sammi_Hanratty
http://www.wikidata.org/entity/Q3511103;https://commons.wikimedia.org/wiki/Special:Redirect/file/Maryhill_Museum_-_Rodin_-_Seraphin_Soudbinine_%281910%29_03.jpg?width=1024;http://www.wikidata.org/entity/Q4445553;Séraphin Soudbinine;French sculptor and ceramist (1867-1944);https://en.wikipedia.org/wiki/Serafim_Sudbinin
http://www.wikidata.org/entity/Q90773394;https://commons.wikimedia.org/wiki/Special:Redirect/file/Picture_from_Emma_Hardinge_Britten_%281823%E2%80%931899%29_in_the_mid_1860s.jpg?width=1024;http://www.wikidata.org/entity/Q444830;Emma Hardinge Britten;British spiritualist, editor (1823-1899);https://en.wikipedia.org/wiki/Emma_Hardinge_Britten
http://www.wikidata.org/entity/Q16282581;https://commons.wikimedia.org/wiki/Special:Redirect/file/Wallisbird2007.jpg?width=1024;http://www.wikidata.org/entity/Q444966;Wallis Bird;Irish musician;https://en.wikipedia.org/wiki/Wallis_Bird
http://www.wikidata.org/entity/Q61743716;https://commons.wikimedia.org/wiki/Special:Redirect/file/Sidi_Tal.jpg?width=1024;http://www.wikidata.org/entity/Q4450651;Sidi Tal;Soviet singer (1912-1983);https://en.wikipedia.org/wiki/Sidi_Tal
http://www.wikidata.org/entity/Q3778105;https://commons.wikimedia.org/wiki/Special:Redirect/file/Gualberto_1981.jpg?width=1024;http://www.wikidata.org/entity/Q4452120;Gualberto Castro;Mexican singer (1934-2019);https://en.wikipedia.org/wiki/Gualberto_Castro
http://www.wikidata.org/entity/Q106758687;https://commons.wikimedia.org/wiki/Special:Redirect/file/Eric_Tsang_Chi_Wai_201809.jpg?width=1024;http://www.wikidata.org/entity/Q445608;Eric Tsang;Hong Kong actor, presenter and filmmaker;https://en.wikipedia.org/wiki/Eric_Tsang
http://www.wikidata.org/entity/Q87664613;https://commons.wikimedia.org/wiki/Special:Redirect/file/DJ_Qualls_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q445638;DJ Qualls;American actor;https://en.wikipedia.org/wiki/DJ_Qualls
http://www.wikidata.org/entity/Q110633768;https://commons.wikimedia.org/wiki/Special:Redirect/file/%E6%9E%97%E6%96%87%E9%BE%8D.jpg?width=1024;http://www.wikidata.org/entity/Q445669;Frankie Lam;Hong Kong actor;https://en.wikipedia.org/wiki/Frankie_Lam
http://www.wikidata.org/entity/Q61438618;https://commons.wikimedia.org/wiki/Special:Redirect/file/Happyred_redeyefix.jpg?width=1024;http://www.wikidata.org/entity/Q445863;Happy Rhodes;American singer;https://en.wikipedia.org/wiki/Happy_Rhodes
http://www.wikidata.org/entity/Q20000530;https://commons.wikimedia.org/wiki/Special:Redirect/file/Liel_Kolet_20051120-013121-004212.JPG?width=1024;http://www.wikidata.org/entity/Q446072;Liel Kolet;Israeli singer;https://en.wikipedia.org/wiki/Liel_Kolet
http://www.wikidata.org/entity/Q790645;https://commons.wikimedia.org/wiki/Special:Redirect/file/Troian_Bellisario_in_Manila_%28close-up%29.jpg?width=1024;http://www.wikidata.org/entity/Q4461;Troian Bellisario;American actress;https://en.wikipedia.org/wiki/Troian_Bellisario
http://www.wikidata.org/entity/Q110772353;https://commons.wikimedia.org/wiki/Special:Redirect/file/Sherrilyn_Kenyon_by_Gage_Skidmore.jpg?width=1024;http://www.wikidata.org/entity/Q446209;Sherrilyn Kenyon;American novelist;https://en.wikipedia.org/wiki/Sherrilyn_Kenyon
http://www.wikidata.org/entity/Q105511844;https://commons.wikimedia.org/wiki/Special:Redirect/file/Amauri_Torezan%2C_2016.jpg?width=1024;http://www.wikidata.org/entity/Q44627498;Amauri Torezan;Brazilian artist;https://en.wikipedia.org/wiki/Amauri_Torezan
http://www.wikidata.org/entity/Q21056411;https://commons.wikimedia.org/wiki/Special:Redirect/file/Becky_Collins_and_Tineke_Lagerberg_1961.jpg?width=1024;http://www.wikidata.org/entity/Q446395;Tineke Lagerberg;Dutch swimmer;https://en.wikipedia.org/wiki/Tineke_Lagerberg
http://www.wikidata.org/entity/Q16275138;https://commons.wikimedia.org/wiki/Special:Redirect/file/Merian_Cooper.jpg?width=1024;http://www.wikidata.org/entity/Q446427;Merian C. Cooper;American aviator, actor, director and producer (1893-1973);https://en.wikipedia.org/wiki/Merian_C._Cooper
http://www.wikidata.org/entity/Q62081104;https://commons.wikimedia.org/wiki/Special:Redirect/file/Charlie_Hickcox_1968.jpg?width=1024;http://www.wikidata.org/entity/Q446555;Charlie Hickcox;American swimmer (1947–2010);https://en.wikipedia.org/wiki/Charlie_Hickcox
http://www.wikidata.org/entity/Q26856918;https://commons.wikimedia.org/wiki/Special:Redirect/file/Dabney_Coleman_%28actor%29.jpg?width=1024;http://www.wikidata.org/entity/Q446717;Dabney Coleman;American actor (1932–2024);https://en.wikipedia.org/wiki/Dabney_Coleman
http://www.wikidata.org/entity/Q6298525;https://commons.wikimedia.org/wiki/Special:Redirect/file/Flickr_-_europeanpeoplesparty_-_EPP_Congress_Brussels_4-5_February_2004_%2829%29.jpg?width=1024;http://www.wikidata.org/entity/Q446756;Joëlle Milquet;Belgian federal Minister of the Interior;https://en.wikipedia.org/wiki/Jo%C3%ABlle_Milquet
http://www.wikidata.org/entity/Q27948980;https://commons.wikimedia.org/wiki/Special:Redirect/file/Lincoln_Chafee_official_portrait.jpg?width=1024;http://www.wikidata.org/entity/Q44690;Lincoln Chafee;American politician and former United States Senator from Rhode Island;https://en.wikipedia.org/wiki/Lincoln_Chafee
http://www.wikidata.org/entity/Q117780216;https://commons.wikimedia.org/wiki/Special:Redirect/file/Hauwa_Ibrahim_human_rights_lawyer.jpg?width=1024;http://www.wikidata.org/entity/Q446905;Hauwa Ibrahim;Winner of Sakharov Prize for Freedom of Thought;https://en.wikipedia.org/wiki/Hauwa_Ibrahim
http://www.wikidata.org/entity/Q20631334;https://commons.wikimedia.org/wiki/Special:Redirect/file/Charley_Toorop_%281951%29_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q446922;Charley Toorop;Dutch painter (1891-1955);https://en.wikipedia.org/wiki/Charley_Toorop
http://www.wikidata.org/entity/Q1502356;https://commons.wikimedia.org/wiki/Special:Redirect/file/%D0%A3%D1%81%D1%82%D1%8E%D0%B3%D0%BE%D0%B2_2005.jpg?width=1024;http://www.wikidata.org/entity/Q4478697;Gennadiy Afanasevitsj Oestjugov;Russian painter;https://en.wikipedia.org/wiki/Gennady_Ustyugov
http://www.wikidata.org/entity/Q104376628;https://commons.wikimedia.org/wiki/Special:Redirect/file/Hiro_Saga_1937_wedding_photo.jpg?width=1024;http://www.wikidata.org/entity/Q448018;Hiro Saga;Japanese noblewoman (1914–1987);https://en.wikipedia.org/wiki/Hiro_Saga
http://www.wikidata.org/entity/Q112119370;https://commons.wikimedia.org/wiki/Special:Redirect/file/MAI_PH%C6%AF%C6%A0NG_TH%C3%9AY.jpg?width=1024;http://www.wikidata.org/entity/Q448094;Mai Phương Thúy;Vietnamese model;https://en.wikipedia.org/wiki/Mai_Ph%C6%B0%C6%A1ng_Th%C3%BAy
http://www.wikidata.org/entity/Q47088950;https://commons.wikimedia.org/wiki/Special:Redirect/file/AyhanAkman.jpg?width=1024;http://www.wikidata.org/entity/Q448297;Ayhan Akman;Turkish football player;https://en.wikipedia.org/wiki/Ayhan_Akman
http://www.wikidata.org/entity/Q56571106;https://commons.wikimedia.org/wiki/Special:Redirect/file/Darby_Stanchfield_2008.jpg?width=1024;http://www.wikidata.org/entity/Q448484;Darby Stanchfield;American actress;https://en.wikipedia.org/wiki/Darby_Stanchfield
http://www.wikidata.org/entity/Q19597963;https://commons.wikimedia.org/wiki/Special:Redirect/file/Wenceslas_Hollar_-_Wenceslaus_Hollar_%28State_2%29.jpg?width=1024;http://www.wikidata.org/entity/Q448555;Wenceslaus Hollar;Czech cartographer, painter of nature, portrait painter and engraver;https://en.wikipedia.org/wiki/Wenceslaus_Hollar
http://www.wikidata.org/entity/Q110830362;https://commons.wikimedia.org/wiki/Special:Redirect/file/Eric_Yuan_%28born_1970%29_at_World_Economic_Forum_Davos_2021.png?width=1024;http://www.wikidata.org/entity/Q44870909;Eric S. Yuan;American billionaire businessman;https://en.wikipedia.org/wiki/Eric_Yuan
http://www.wikidata.org/entity/Q20155939;https://commons.wikimedia.org/wiki/Special:Redirect/file/Clancy_Brown_by_Gage_Skidmore_2.jpg?width=1024;http://www.wikidata.org/entity/Q4488;Clancy Brown;American actor (born 1959);https://en.wikipedia.org/wiki/Clancy_Brown
http://www.wikidata.org/entity/Q124435397;https://commons.wikimedia.org/wiki/Special:Redirect/file/Li_Lili.png?width=1024;http://www.wikidata.org/entity/Q448800;Li Lili;Chinese actress (1915-2005);https://en.wikipedia.org/wiki/Li_Lili
http://www.wikidata.org/entity/Q2576805;https://commons.wikimedia.org/wiki/Special:Redirect/file/Willemijn_Bos_2016.jpg?width=1024;http://www.wikidata.org/entity/Q4489496;Willemijn Bos;Dutch Olympic field hockey player;https://en.wikipedia.org/wiki/Willemijn_Bos
http://www.wikidata.org/entity/Q131470364;https://commons.wikimedia.org/wiki/Special:Redirect/file/Harry_Whittier_Frees_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q4492834;Harry Whittier Frees;American photographer (1879–1953);https://en.wikipedia.org/wiki/Harry_Whittier_Frees
http://www.wikidata.org/entity/Q19869385;https://commons.wikimedia.org/wiki/Special:Redirect/file/Anny_Duperey_d%C3%A9dicace_2022.jpg?width=1024;http://www.wikidata.org/entity/Q449640;Anny Duperey;French stage, film and television actress;https://en.wikipedia.org/wiki/Anny_Duperey
http://www.wikidata.org/entity/Q41726716;https://commons.wikimedia.org/wiki/Special:Redirect/file/Clarence_Darrow.jpg?width=1024;http://www.wikidata.org/entity/Q449791;Clarence Darrow;American lawyer and leading member of the American Civil Liberties Union (1857-1938);https://en.wikipedia.org/wiki/Clarence_Darrow
http://www.wikidata.org/entity/Q24091690;https://commons.wikimedia.org/wiki/Special:Redirect/file/Leslie_Hall.jpg?width=1024;http://www.wikidata.org/entity/Q4499081;Leslie Hall;American woman rapper from Iowa;https://en.wikipedia.org/wiki/Leslie_Hall
http://www.wikidata.org/entity/Q25439303;https://commons.wikimedia.org/wiki/Special:Redirect/file/Fan_Chung.jpg?width=1024;http://www.wikidata.org/entity/Q450226;Fan Chung;Taiwanese-born American mathematician;https://en.wikipedia.org/wiki/Fan_Chung
http://www.wikidata.org/entity/Q54811270;https://commons.wikimedia.org/wiki/Special:Redirect/file/Right_Livelihood_Award_2009-press_conference-28.jpg?width=1024;http://www.wikidata.org/entity/Q450295;Alyn Ware;New Zealand activist;https://en.wikipedia.org/wiki/Alyn_Ware
http://www.wikidata.org/entity/Q54811270;https://commons.wikimedia.org/wiki/Special:Redirect/file/Official_portrait_of_Alyn_Smith_MP_crop_2.jpg?width=1024;http://www.wikidata.org/entity/Q450298;Alyn Smith;Scottish politician (born 1973);https://en.wikipedia.org/wiki/Alyn_Smith
http://www.wikidata.org/entity/Q107549252;https://commons.wikimedia.org/wiki/Special:Redirect/file/Cannes_2014_Texas_Chain_Saw_Massacre_3.jpg?width=1024;http://www.wikidata.org/entity/Q450728;Tobe Hooper;American film director, screenwriter and producer (1943-2017);https://en.wikipedia.org/wiki/Tobe_Hooper
http://www.wikidata.org/entity/Q7080618;https://commons.wikimedia.org/wiki/Special:Redirect/file/%D0%9E%D0%B3%D0%B0%D0%BD%D0%B5%D1%81_%D0%A7%D0%B5%D0%BA%D0%B8%D0%B4%D0%B6%D1%8F%D0%BD.jpg?width=1024;http://www.wikidata.org/entity/Q4508275;Hovhannes Chekijyan;Armenian conductor and composer (b. 1928);https://en.wikipedia.org/wiki/Ohannes_Tchekidjian
http://www.wikidata.org/entity/Q106441358;https://commons.wikimedia.org/wiki/Special:Redirect/file/Munroe_Bergdorf_on_Proud_to_be_me_panel.jpg?width=1024;http://www.wikidata.org/entity/Q45119005;Munroe Bergdorf;English model and activist;https://en.wikipedia.org/wiki/Munroe_Bergdorf
http://www.wikidata.org/entity/Q27669962;https://commons.wikimedia.org/wiki/Special:Redirect/file/Odile_Versois.JPG?width=1024;http://www.wikidata.org/entity/Q451256;Odile Versois;French comedian and actress (1930–1980);https://en.wikipedia.org/wiki/Odile_Versois
http://www.wikidata.org/entity/Q62029375;https://commons.wikimedia.org/wiki/Special:Redirect/file/Hakeem_Dawodu_at_UFC_244.jpg?width=1024;http://www.wikidata.org/entity/Q45175157;Hakeem Dawodu;Canadian mixed martial arts (MMA) fighter;https://en.wikipedia.org/wiki/Hakeem_Dawodu
http://www.wikidata.org/entity/Q10465842;https://commons.wikimedia.org/wiki/Special:Redirect/file/Premios_Goya_2018_-_Dafne_Fern%C3%A1ndez_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q451891;Dafne Fernández;Spanish actor, singer and dancer;https://en.wikipedia.org/wiki/Dafne_Fern%C3%A1ndez
http://www.wikidata.org/entity/Q2844485;https://commons.wikimedia.org/wiki/Special:Redirect/file/Amr_ibn_al-Layth.jpg?width=1024;http://www.wikidata.org/entity/Q45212;Amr ibn al-Layth;The second and last powerful king of Safarid dynasty (879–901);https://en.wikipedia.org/wiki/Amr_ibn_al-Layth
http://www.wikidata.org/entity/Q10465842;https://commons.wikimedia.org/wiki/Special:Redirect/file/Dafne_Schippers2_London_2017_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q452229;Dafne Schippers;Dutch heptathlete and sprinter;https://en.wikipedia.org/wiki/Dafne_Schippers
http://www.wikidata.org/entity/Q61058713;https://commons.wikimedia.org/wiki/Special:Redirect/file/Gage_Hecht.jpg?width=1024;http://www.wikidata.org/entity/Q45320405;Gage Hecht;American cyclist;https://en.wikipedia.org/wiki/Gage_Hecht
http://www.wikidata.org/entity/Q76033490;https://commons.wikimedia.org/wiki/Special:Redirect/file/El%C3%A7in_%C6%8Ff%C9%99ndiyev.jpg?width=1024;http://www.wikidata.org/entity/Q4533198;Elchin Afandiyev;Azerbaijani writer and politician;https://en.wikipedia.org/wiki/Elchin_Afandiyev
http://www.wikidata.org/entity/Q56119863;https://commons.wikimedia.org/wiki/Special:Redirect/file/Hadas_Yaron.jpg?width=1024;http://www.wikidata.org/entity/Q4538741;Hadas Yaron;Israeli actress;https://en.wikipedia.org/wiki/Hadas_Yaron
http://www.wikidata.org/entity/Q52063209;https://commons.wikimedia.org/wiki/Special:Redirect/file/NC_Courage_vs_Racing_Louisville_%28Jul_2024%29_060.jpg?width=1024;http://www.wikidata.org/entity/Q454021;Carmelina Moscato;Canadian soccer player;https://en.wikipedia.org/wiki/Carmelina_Moscato
http://www.wikidata.org/entity/Q1565914;https://commons.wikimedia.org/wiki/Special:Redirect/file/The_President%2C_Shri_Ram_Nath_Kovind_presenting_the_Swarna_Kamal_Award_to_the_director_Rima_Das%2C_for_best_Assamese_feature_film_%E2%80%93_VILLAGE_ROCKSTARS%2C_at_the_65th_National_Film_Awards_Function%2C_in_New_Delhi_%28cropped%29.JPG?width=1024;http://www.wikidata.org/entity/Q45410390;Rima Das;Indian Assamese film maker;https://en.wikipedia.org/wiki/Rima_Das
http://www.wikidata.org/entity/Q17496626;https://commons.wikimedia.org/wiki/Special:Redirect/file/De_Keyser_Veronique_2014-02-04_2.jpg?width=1024;http://www.wikidata.org/entity/Q454166;Véronique De Keyser;Belgian politician and MEP;https://en.wikipedia.org/wiki/V%C3%A9ronique_De_Keyser
http://www.wikidata.org/entity/Q21505055;https://commons.wikimedia.org/wiki/Special:Redirect/file/Hockey_pictures-micheu-EC_VSV_vs_HCB_S%C3%BCdtirol_03252014_%2855_von_180%29_%2813667659405%29.jpg?width=1024;http://www.wikidata.org/entity/Q454509;MacGregor Sharp;Canadian ice hockey player;https://en.wikipedia.org/wiki/MacGregor_Sharp
http://www.wikidata.org/entity/Q30146120;https://commons.wikimedia.org/wiki/Special:Redirect/file/Glenn_Curtiss_-_1909_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q454544;Glenn Curtiss;American aviator and industrialist (1878-1930);https://en.wikipedia.org/wiki/Glenn_Curtiss
http://www.wikidata.org/entity/Q110877603;https://commons.wikimedia.org/wiki/Special:Redirect/file/Cheng_Shuang_2012.JPG?width=1024;http://www.wikidata.org/entity/Q454608;Cheng Shuang;Chinese freestyle skier;https://en.wikipedia.org/wiki/Cheng_Shuang
http://www.wikidata.org/entity/Q21056410;https://commons.wikimedia.org/wiki/Special:Redirect/file/Presentatie_Nederlandse_wielerploegen_Raleigh_en_Frisol%2C_deelnemers_aan_Tour_de_%2C_Bestanddeelnr_929-2454.jpg?width=1024;http://www.wikidata.org/entity/Q454639;Gerrie Knetemann;Dutch road bicycle racer (1951–2004);https://en.wikipedia.org/wiki/Gerrie_Knetemann
http://www.wikidata.org/entity/Q3939822;https://commons.wikimedia.org/wiki/Special:Redirect/file/SonnyFranzese1.jpg?width=1024;http://www.wikidata.org/entity/Q454699;Rocky Graziano;American boxer (1919–1990);https://en.wikipedia.org/wiki/Rocky_Graziano
http://www.wikidata.org/entity/Q18083285;https://commons.wikimedia.org/wiki/Special:Redirect/file/Marjan_Turn%C5%A1ek_1-2_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q45498;Marjan Turnšek;Slovene catholic archbishop;https://en.wikipedia.org/wiki/Marjan_Turn%C5%A1ek
http://www.wikidata.org/entity/Q17453068;https://commons.wikimedia.org/wiki/Special:Redirect/file/Portrait_figuli-margita.jpg?width=1024;http://www.wikidata.org/entity/Q455156;Margita Figuli;Czechoslovak writer (1909–1995);https://en.wikipedia.org/wiki/Margita_Figuli
http://www.wikidata.org/entity/Q21147668;https://commons.wikimedia.org/wiki/Special:Redirect/file/Dorette_Corbey_-_2012.jpg?width=1024;http://www.wikidata.org/entity/Q455360;Dorette Corbey;Dutch politician;https://en.wikipedia.org/wiki/Dorette_Corbey
http://www.wikidata.org/entity/Q6304362;https://commons.wikimedia.org/wiki/Special:Redirect/file/Jonas_Akerlund.jpg?width=1024;http://www.wikidata.org/entity/Q455370;Jonas Åkerlund;Swedish director;https://en.wikipedia.org/wiki/Jonas_%C3%85kerlund
http://www.wikidata.org/entity/Q112123734;https://commons.wikimedia.org/wiki/Special:Redirect/file/Mirel_R%C4%83doi.jpg?width=1024;http://www.wikidata.org/entity/Q455384;Mirel Rădoi;Romanian association football player and manager;https://en.wikipedia.org/wiki/Mirel_R%C4%83doi
http://www.wikidata.org/entity/Q51530158;https://commons.wikimedia.org/wiki/Special:Redirect/file/Charles_Cunningham_Boycott_%28Vanity_Fair%29.jpg?width=1024;http://www.wikidata.org/entity/Q455534;Charles Boycott;British land agent (1832–1897);https://en.wikipedia.org/wiki/Charles_Boycott
http://www.wikidata.org/entity/Q105511844;https://commons.wikimedia.org/wiki/Special:Redirect/file/2012-08-29_Sess%C3%A3o_Solene_-_Agosto_Azul_05_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q455738;Giba;Brazilian volleyball player;https://en.wikipedia.org/wiki/Giba
http://www.wikidata.org/entity/Q48981876;https://commons.wikimedia.org/wiki/Special:Redirect/file/Jordie_Benn_-_Dallas_Stars.jpg?width=1024;http://www.wikidata.org/entity/Q4558795;Jordie Benn;Canadian ice hockey player;https://en.wikipedia.org/wiki/Jordie_Benn
http://www.wikidata.org/entity/Q62400299;https://commons.wikimedia.org/wiki/Special:Redirect/file/Kiersten_Todt_at_the_2017_Old_Laws_and_New_Technology_How_Can_We_Keep_Up_event_%2837855043952%29.jpg?width=1024;http://www.wikidata.org/entity/Q45779500;Kiersten Todt;politician;https://en.wikipedia.org/wiki/Kiersten_Todt
http://www.wikidata.org/entity/Q56640658;https://commons.wikimedia.org/wiki/Special:Redirect/file/CaylaBarnes.jpg?width=1024;http://www.wikidata.org/entity/Q45796190;Cayla Barnes;American ice hockey player;https://en.wikipedia.org/wiki/Cayla_Barnes
http://www.wikidata.org/entity/Q42261114;https://commons.wikimedia.org/wiki/Special:Redirect/file/Varina_Davis_%281849%29.gif?width=1024;http://www.wikidata.org/entity/Q457993;Varina Davis;Second wife of President Jefferson Davis and First Lady of the Confederate States (1826–1906);https://en.wikipedia.org/wiki/Varina_Davis
http://www.wikidata.org/entity/Q34930616;https://commons.wikimedia.org/wiki/Special:Redirect/file/Sir_Kenelm_Digby_by_Sir_Anthony_Van_Dyck.jpg?width=1024;http://www.wikidata.org/entity/Q45838;Kenelm Digby;English courtier and diplomat;https://en.wikipedia.org/wiki/Kenelm_Digby
http://www.wikidata.org/entity/Q100275580;https://commons.wikimedia.org/wiki/Special:Redirect/file/Hellfjord_Q%26A_-_Filmfestival_Linz_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q4584657;Zahid Ali;Norwegian actor;https://en.wikipedia.org/wiki/Zahid_Ali
http://www.wikidata.org/entity/Q62830192;https://commons.wikimedia.org/wiki/Special:Redirect/file/Shara_Proctor_Istanbul_2012.jpg?width=1024;http://www.wikidata.org/entity/Q458487;Shara Proctor;Anguillan long jumper;https://en.wikipedia.org/wiki/Shara_Proctor
http://www.wikidata.org/entity/Q17496626;https://commons.wikimedia.org/wiki/Special:Redirect/file/V%C3%A9ronique_Claudel_%28cropped%29.jpg?width=1024;http://www.wikidata.org/entity/Q458502;Véronique Claudel;French biathlete;https://en.wikipedia.org/wiki/V%C3%A9ronique_Claudel
http://www.wikidata.org/entity/Q83507827;https://commons.wikimedia.org/wiki/Special:Redirect/file/Bessmeredyth2.jpg?width=1024;http://www.wikidata.org/entity/Q458801;Bess Meredyth;Film actress, Film writer (1890-1969);https://en.wikipedia.org/wiki/Bess_Meredyth
http://www.wikidata.org/entity/Q94579711;https://commons.wikimedia.org/wiki/Special:Redirect/file/Pang_Wei.jpg?width=1024;http://www.wikidata.org/entity/Q459009;Pang Wei;Chinese sport shooter;https://en.wikipedia.org/wiki/Pang_Wei
http://www.wikidata.org/entity/Q21290952;https://commons.wikimedia.org/wiki/Special:Redirect/file/Nnenna_Freelon_1998.jpg?width=1024;http://www.wikidata.org/entity/Q459215;Nnenna Freelon;American singer;https://en.wikipedia.org/wiki/Nnenna_Freelon
http://www.wikidata.org/entity/Q6160140;https://commons.wikimedia.org/wiki/Special:Redirect/file/Marissa_Jaret_Winokur.jpg?width=1024;http://www.wikidata.org/entity/Q459363;Marissa Jaret Winokur;American actress;https://en.wikipedia.org/wiki/Marissa_Jaret_Winokur
http://www.wikidata.org/entity/Q19508115;https://commons.wikimedia.org/wiki/Special:Redirect/file/Didi_Conn_at_Greenville_Graffiti_Car_Show_on_June_16%2C_2018.jpg?width=1024;http://www.wikidata.org/entity/Q459465;Didi Conn;American actress;https://en.wikipedia.org/wiki/Didi_Conn
http://www.wikidata.org/entity/Q81903464;https://commons.wikimedia.org/wiki/Special:Redirect/file/Abi_Harrison_2015.png?width=1024;http://www.wikidata.org/entity/Q45972390;Abi Harrison;Scottish association football player (born 1997);https://en.wikipedia.org/wiki/Abi_Harrison
http://www.wikidata.org/entity/Q3666114;https://commons.wikimedia.org/wiki/Special:Redirect/file/Prem_Das_Rai.jpg?width=1024;http://www.wikidata.org/entity/Q45977;Prem Das Rai;Indian politician;https://en.wikipedia.org/wiki/Prem_Das_Rai
http://www.wikidata.org/entity/Q112570197;https://commons.wikimedia.org/wiki/Special:Redirect/file/Ba_Cut.JPG?width=1024;http://www.wikidata.org/entity/Q460252;Lê Quang Vinh;Vietnamese military leader (1923–1956);https://en.wikipedia.org/wiki/Ba_C%E1%BB%A5t
http://www.wikidata.org/entity/Q112570197;https://commons.wikimedia.org/wiki/Special:Redirect/file/Cong_Vinh.png?width=1024;http://www.wikidata.org/entity/Q460346;Lê Công Vinh;Vietnamese professional football player;https://en.wikipedia.org/wiki/L%C3%AA_C%C3%B4ng_Vinh
http://www.wikidata.org/entity/Q2870696;https://commons.wikimedia.org/wiki/Special:Redirect/file/Aude_Biannic_-_2018_UEC_European_Road_Cycling_Championships_%28Women%27s_road_race%29.jpg?width=1024;http://www.wikidata.org/entity/Q460879;Aude Biannic;French cyclist;https://en.wikipedia.org/wiki/Aude_Biannic
http://www.wikidata.org/entity/Q39343022;https://commons.wikimedia.org/wiki/Special:Redirect/file/Portrait_of_Mr._and_Mrs._Atherton_Curtis_with_Still_Life_1983.95.192_1a.jpg?width=1024;http://www.wikidata.org/entity/Q46092664;Atherton Curtis;author, art collector and art historian, who donated numerous archaeological items to the Louvre;https://en.wikipedia.org/wiki/Atherton_Curtis
http://www.wikidata.org/entity/Q66480960;https://commons.wikimedia.org/wiki/Special:Redirect/file/Kivanc-viki%2C.jpg?width=1024;http://www.wikidata.org/entity/Q461073;Kıvanç Tatlıtuğ;Turkish actor and model;https://en.wikipedia.org/wiki/K%C4%B1van%C3%A7_Tatl%C4%B1tu%C4%9F
http://www.wikidata.org/entity/Q116922884;https://commons.wikimedia.org/wiki/Special:Redirect/file/Minh_Tuyet.jpg?width=1024;http://www.wikidata.org/entity/Q461099;Minh Tuyết;Vietnamese singer;https://en.wikipedia.org/wiki/Minh_Tuy%E1%BA%BFt
http://www.wikidata.org/entity/Q19967543;https://commons.wikimedia.org/wiki/Special:Redirect/file/Nevin_Galmarini_FIS_World_Cup_Parallel_Slalom_Jauerling_2012.jpg?width=1024;http://www.wikidata.org/entity/Q46134;Nevin Galmarini;Swiss snowboarder;https://en.wikipedia.org/wiki/Nevin_Galmarini
http://www.wikidata.org/entity/Q3959356;https://commons.wikimedia.org/wiki/Special:Redirect/file/Shelly_Simonds%2C_2023.jpg?width=1024;http://www.wikidata.org/entity/Q46178056;Shelly Simonds;American teacher and politician;https://en.wikipedia.org/wiki/Shelly_Simonds
http://www.wikidata.org/entity/Q20000926;https://commons.wikimedia.org/wiki/Special:Redirect/file/Surya_Sen_before_1934.jpg?width=1024;http://www.wikidata.org/entity/Q462082;Surya Sen;British Indian Bengali revolutionary (1894-1934);https://en.wikipedia.org/wiki/Surya_Sen
http://www.wikidata.org/entity/Q21293391;https://commons.wikimedia.org/wiki/Special:Redirect/file/Avant_premi%C3%A8re_du_film_Les_Hommes_libres_d%27Isma%C3%ABl_Ferroukhi_-_Paris_Cin%C3%A9ma_%285910444290%29_%28cropped-rot15-00%29.jpg?width=1024;http://www.wikidata.org/entity/Q462256;Lubna Azabal;Belgian actress;https://en.wikipedia.org/wiki/Lubna_Azabal
