qid;imageurl;person;personLabel;personDescription;wikipediaEN
http://www.wikidata.org/entity/Q19828980;http://commons.wikimedia.org/wiki/Special:FilePath/Ethan%20Canin%20photo%20Iowa%20City.jpg;http://www.wikidata.org/entity/Q528593;Ethan Canin;Author, educator, physician;https://en.wikipedia.org/wiki/Ethan_Canin
http://www.wikidata.org/entity/Q19828980;http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Ethan%20Allen%20by%20Larkin%20Goldsmith%20Mead.jpg;http://www.wikidata.org/entity/Q552007;Ethan Allen;American general, writer and philosopher (1738–1789);https://en.wikipedia.org/wiki/Ethan_Allen
http://www.wikidata.org/entity/Q19828980;http://commons.wikimedia.org/wiki/Special:FilePath/Ethan%20Allen%20Brown%20at%20statehouse.jpg;http://www.wikidata.org/entity/Q880997;Ethan Allen Brown;American politician (1776-1852);https://en.wikipedia.org/wiki/Ethan_Allen_Brown
http://www.wikidata.org/entity/Q16428906;http://commons.wikimedia.org/wiki/Special:FilePath/Feist%2C%20Thomas-9740.jpg;http://www.wikidata.org/entity/Q99545;Thomas Feist;German politician;https://en.wikipedia.org/wiki/Thomas_Feist
http://www.wikidata.org/entity/Q16428906;http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Feist%202013.jpg;http://www.wikidata.org/entity/Q99545;Thomas Feist;German politician;https://en.wikipedia.org/wiki/Thomas_Feist
http://www.wikidata.org/entity/Q16428906;http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Kielinger.jpg;http://www.wikidata.org/entity/Q99639;Thomas Kielinger;German journalist;https://en.wikipedia.org/wiki/Thomas_Kielinger
http://www.wikidata.org/entity/Q16428906;http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Schirrmacher%2017%2012%202017%20%28cropped%29.jpg;http://www.wikidata.org/entity/Q99624;Thomas Schirrmacher;Christian university lecturer in systematic theology and moral philosophy, rector of the Martin Bucer Seminary;https://en.wikipedia.org/wiki/Thomas_Schirrmacher
http://www.wikidata.org/entity/Q16428906;http://commons.wikimedia.org/wiki/Special:FilePath/ThomasSchweicker.jpg;http://www.wikidata.org/entity/Q103018;Thomas Schweicker;German artist;https://en.wikipedia.org/wiki/Thomas_Schweicker
http://www.wikidata.org/entity/Q16428906;http://commons.wikimedia.org/wiki/Special:FilePath/2015%2010%2026%20Ketteler%20195.jpg;http://www.wikidata.org/entity/Q103890;Thomas Gabriel;German musician and composer;https://en.wikipedia.org/wiki/Thomas_Gabriel_(composer)
http://www.wikidata.org/entity/Q16428906;http://commons.wikimedia.org/wiki/Special:FilePath/DerChecker.jpg;http://www.wikidata.org/entity/Q99338;Thomas Karaoğlan;German singer;https://en.wikipedia.org/wiki/Thomas_Karaoglan
http://www.wikidata.org/entity/Q16428906;http://commons.wikimedia.org/wiki/Special:FilePath/MJK00768%20Thomas%20Sch%C3%A4fer.jpg;http://www.wikidata.org/entity/Q98485;Thomas Schäfer;German politician (1966-2020);https://en.wikipedia.org/wiki/Thomas_Sch%C3%A4fer
http://www.wikidata.org/entity/Q16428906;http://commons.wikimedia.org/wiki/Special:FilePath/35.%20ISC-Symposium-Thomas%20Limberger-HSGN%20028-01797.JPG;http://www.wikidata.org/entity/Q102764;Thomas Limberger;German businessman;https://en.wikipedia.org/wiki/Thomas_Limberger
http://www.wikidata.org/entity/Q16428906;http://commons.wikimedia.org/wiki/Special:FilePath/Conference%20Clean%20energy%20policies%20for%20the%20greening%20of%20towns%2C%20cities%20and%20regions%20the%20Energy%20Union%20and%20local%20regional%20sustainable%20development%20Thomas%20Schomerus%20%2834850599554%29.jpg;http://www.wikidata.org/entity/Q101984;Thomas Schomerus;Law professor;https://en.wikipedia.org/wiki/Thomas_Schomerus
http://www.wikidata.org/entity/Q4927231;http://commons.wikimedia.org/wiki/Special:FilePath/Matt%20Ryan%20Manchester.jpg;http://www.wikidata.org/entity/Q1909267;Matt Ryan;Canadian ice hockey player;https://en.wikipedia.org/wiki/Matt_Ryan_(ice_hockey)
http://www.wikidata.org/entity/Q4927231;http://commons.wikimedia.org/wiki/Special:FilePath/Cadets%20and%20organiser%20with%20LC%20Matt%20Croucher%20RM%20GC%20%28cropped%29.jpg;http://www.wikidata.org/entity/Q1909486;Matthew Croucher;British Royal Marine;https://en.wikipedia.org/wiki/Matthew_Croucher
http://www.wikidata.org/entity/Q4927231;http://commons.wikimedia.org/wiki/Special:FilePath/Matthalischuk.jpg;http://www.wikidata.org/entity/Q1909197;Matthew Halischuk;Canadian ice hockey player;https://en.wikipedia.org/wiki/Matthew_Halischuk
http://www.wikidata.org/entity/Q4927231;http://commons.wikimedia.org/wiki/Special:FilePath/Matthew%20Busche%20-%20Tour%20de%20Romandie%202010%2C%20Stage%203.jpg;http://www.wikidata.org/entity/Q1885916;Matthew Busche;American racing cyclist;https://en.wikipedia.org/wiki/Matthew_Busche
http://www.wikidata.org/entity/Q4927231;http://commons.wikimedia.org/wiki/Special:FilePath/Matt%20Bauder%20-1040733.jpg;http://www.wikidata.org/entity/Q1909134;Matt Bauder;American musician;https://en.wikipedia.org/wiki/Matt_Bauder
http://www.wikidata.org/entity/Q4927231;http://commons.wikimedia.org/wiki/Special:FilePath/Matt%20DeMarchi.jpg;http://www.wikidata.org/entity/Q1909172;Matthew de Marchi;Italian ice hockey player;https://en.wikipedia.org/wiki/Matt_DeMarchi
http://www.wikidata.org/entity/Q4927231;http://commons.wikimedia.org/wiki/Special:FilePath/Matt%20Garrison%20on%20bass.jpg;http://www.wikidata.org/entity/Q1909184;Matt Garrison;American musician;https://en.wikipedia.org/wiki/Matt_Garrison
http://www.wikidata.org/entity/Q4927231;http://commons.wikimedia.org/wiki/Special:FilePath/MattThompson.jpg;http://www.wikidata.org/entity/Q1909287;Matt Thompson;Australian soccer player;https://en.wikipedia.org/wiki/Matt_Thompson_(soccer)
http://www.wikidata.org/entity/Q4927231;http://commons.wikimedia.org/wiki/Special:FilePath/Matthew%20Baillie%20by%20William%20Owen.jpg;http://www.wikidata.org/entity/Q1909483;Matthew Baillie;Scottish anatomist, (1761-1823);https://en.wikipedia.org/wiki/Matthew_Baillie
http://www.wikidata.org/entity/Q4927231;http://commons.wikimedia.org/wiki/Special:FilePath/Cage%20the%20Elephant%20%2828446478569%29.jpg;http://www.wikidata.org/entity/Q1818909;Matthew Shultz;American singer;https://en.wikipedia.org/wiki/Matt_Shultz
http://www.wikidata.org/entity/Q4927524;http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Mendl%200011.JPG;http://www.wikidata.org/entity/Q89032;Michael Mendl;German actor;https://en.wikipedia.org/wiki/Michael_Mendl
http://www.wikidata.org/entity/Q4927524;http://commons.wikimedia.org/wiki/Special:FilePath/MichaelKohlhaseExplainsNestedWorkingCopies.jpg;http://www.wikidata.org/entity/Q91233;Michael Kohlhase;German computer scientist;https://en.wikipedia.org/wiki/Michael_Kohlhase
http://www.wikidata.org/entity/Q4927524;http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Rapoport.jpg;http://www.wikidata.org/entity/Q90246;Michael Rapoport;Austrian mathematician;https://en.wikipedia.org/wiki/Michael_Rapoport
http://www.wikidata.org/entity/Q4927524;http://commons.wikimedia.org/wiki/Special:FilePath/2007-11-Michael%20Zittel.jpg;http://www.wikidata.org/entity/Q90966;Michael Zittel;German actor;https://en.wikipedia.org/wiki/Michael_Zittel
http://www.wikidata.org/entity/Q4927524;http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Buback.jpg;http://www.wikidata.org/entity/Q89978;Michael Buback;German chemist;https://en.wikipedia.org/wiki/Michael_Buback
http://www.wikidata.org/entity/Q4927524;http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Christoph%20Hanow%20%281695-1773%29.png;http://www.wikidata.org/entity/Q91380;Michael Christoph Hanow;German historian and scientist;https://en.wikipedia.org/wiki/Michael_Christoph_Hanow
http://www.wikidata.org/entity/Q4927524;http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Glawogger%20Linz%20improved.JPG;http://www.wikidata.org/entity/Q90300;Michael Glawogger;1959-2014 Austrian film director, screenwriter and cinematographer;https://en.wikipedia.org/wiki/Michael_Glawogger
http://www.wikidata.org/entity/Q4927524;http://commons.wikimedia.org/wiki/Special:FilePath/%C3%96sterreichischer%20Filmpreis%202012%2C%20photo%20call%2C%20Michael%20Glawogger.jpg;http://www.wikidata.org/entity/Q90300;Michael Glawogger;1959-2014 Austrian film director, screenwriter and cinematographer;https://en.wikipedia.org/wiki/Michael_Glawogger
http://www.wikidata.org/entity/Q4927524;http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Reiterer.JPG;http://www.wikidata.org/entity/Q89873;Michael Reiterer;Austrian diplomat;https://en.wikipedia.org/wiki/Michael_Reiterer
http://www.wikidata.org/entity/Q4927524;http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Schiefel%2001%20%28fcm%29.jpg;http://www.wikidata.org/entity/Q91252;Michael Schiefel;German singer;https://en.wikipedia.org/wiki/Michael_Schiefel
http://www.wikidata.org/entity/Q2532287;http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20Sarasin.png;http://www.wikidata.org/entity/Q2165564;Ronald A. Sarasin;American politician;https://en.wikipedia.org/wiki/Ronald_A._Sarasin
http://www.wikidata.org/entity/Q2532287;http://commons.wikimedia.org/wiki/Special:FilePath/RonBasfordParkPlaque.jpg;http://www.wikidata.org/entity/Q2165566;Ron Basford;Canadian politician (1932–2005);https://en.wikipedia.org/wiki/Ron_Basford
http://www.wikidata.org/entity/Q2532287;http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20Numbers%20crop%202012%20CHF%20Science%20Secularization%20033.jpg;http://www.wikidata.org/entity/Q2165714;Ronald Numbers;American historian of science (1942–2023);https://en.wikipedia.org/wiki/Ronald_Numbers
http://www.wikidata.org/entity/Q2532287;http://commons.wikimedia.org/wiki/Special:FilePath/23-ron-dearing-1200.jpg;http://www.wikidata.org/entity/Q2165600;Ronald Dearing, Baron Dearing;British civil servant (1930-2009);https://en.wikipedia.org/wiki/Ronald_Dearing,_Baron_Dearing
http://www.wikidata.org/entity/Q2532287;http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20M.%20Mottl%2097th%20Congress%201981.jpg;http://www.wikidata.org/entity/Q2165678;Ronald M. Mottl;American politician (1934–2023);https://en.wikipedia.org/wiki/Ronald_M._Mottl
http://www.wikidata.org/entity/Q2532287;http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20Paris%202012.jpg;http://www.wikidata.org/entity/Q2165712;Ronald Paris;German painter (1933-2021);https://en.wikipedia.org/wiki/Ronald_Paris
http://www.wikidata.org/entity/Q2532287;http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20Cross.jpg;http://www.wikidata.org/entity/Q2165584;Sir Ronald Cross, 1st Baronet;British politician (1896-1968);https://en.wikipedia.org/wiki/Sir_Ronald_Cross,_1st_Baronet
http://www.wikidata.org/entity/Q2532287;http://commons.wikimedia.org/wiki/Special:FilePath/RonnieMac12.jpg;http://www.wikidata.org/entity/Q2165686;Ronald MacDonald;British economist;https://en.wikipedia.org/wiki/Ronald_MacDonald_(economist)
http://www.wikidata.org/entity/Q2532287;http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20Machtley.png;http://www.wikidata.org/entity/Q2165689;Ronald Machtley;American politician;https://en.wikipedia.org/wiki/Ronald_Machtley
http://www.wikidata.org/entity/Q2532287;http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20Clarke.jpg;http://www.wikidata.org/entity/Q2165640;Ronald J. Clarke;paleoanthropologist;https://en.wikipedia.org/wiki/Ronald_J._Clarke
http://www.wikidata.org/entity/Q471788;http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Villeneuve%20August%202011.jpg;http://www.wikidata.org/entity/Q172843;Jacques Villeneuve;Canadian racecar driver (born 1971);https://en.wikipedia.org/wiki/Jacques_Villeneuve
http://www.wikidata.org/entity/Q471788;http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Reinach%201912.jpg;http://www.wikidata.org/entity/Q172161;Joseph Reinach;French politician (1856-1921);https://en.wikipedia.org/wiki/Joseph_Reinach
http://www.wikidata.org/entity/Q471788;http://commons.wikimedia.org/wiki/Special:FilePath/August%20Schenk%20%281815-1892%29.jpg;http://www.wikidata.org/entity/Q90825;August Schenk;German botanist and palaeontologist (1815-1891);https://en.wikipedia.org/wiki/August_Schenk
http://www.wikidata.org/entity/Q471788;http://commons.wikimedia.org/wiki/Special:FilePath/Fritz%20R%C3%B6mer.jpg;http://www.wikidata.org/entity/Q91857;Fritz Römer;German zoologist (1866–1909);https://en.wikipedia.org/wiki/Fritz_R%C3%B6mer
http://www.wikidata.org/entity/Q471788;http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Sifakis%20mg%204603.jpg;http://www.wikidata.org/entity/Q92781;Iosif Sifakis;Greek-French computer scientist;https://en.wikipedia.org/wiki/Joseph_Sifakis
http://www.wikidata.org/entity/Q471788;http://commons.wikimedia.org/wiki/Special:FilePath/J.%20C.%20R.%20Licklider.jpg;http://www.wikidata.org/entity/Q92778;J. C. R. Licklider;American psychologist and computer scientist (1915–1990);https://en.wikipedia.org/wiki/J._C._R._Licklider
http://www.wikidata.org/entity/Q471788;http://commons.wikimedia.org/wiki/Special:FilePath/Conrad%20von%20Bolanden%20JS%201.jpg;http://www.wikidata.org/entity/Q91180;Conrad von Bolanden;German writer (1828–1920);https://en.wikipedia.org/wiki/Conrad_von_Bolanden
http://www.wikidata.org/entity/Q471788;http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Fickler.png;http://www.wikidata.org/entity/Q91974;Joseph Fickler;German journalist (1808–1865);https://en.wikipedia.org/wiki/Joseph_Fickler
http://www.wikidata.org/entity/Q471788;http://commons.wikimedia.org/wiki/Special:FilePath/Josef%20von%20Mering%202.jpg;http://www.wikidata.org/entity/Q92474;Joseph von Mering;German physician (1849–1908);https://en.wikipedia.org/wiki/Joseph_von_Mering
http://www.wikidata.org/entity/Q471788;http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Joseph%20Wilhelm%20Juchheim%20001.jpg;http://www.wikidata.org/entity/Q90728;Karl Joseph Wilhelm Juchheim;German confectioner (1886–1945);https://en.wikipedia.org/wiki/Karl_Juchheim
http://www.wikidata.org/entity/Q588700;http://commons.wikimedia.org/wiki/Special:FilePath/Joel%20Bennett%20%28cropped%29.jpg;http://www.wikidata.org/entity/Q6213229;Joel Bennett;American baseball player;https://en.wikipedia.org/wiki/Joel_Bennett
http://www.wikidata.org/entity/Q588700;http://commons.wikimedia.org/wiki/Special:FilePath/Joel%20Corey%20playing%20for%20Geelong.JPG;http://www.wikidata.org/entity/Q6213332;Joel Corey;Australian rules footballer;https://en.wikipedia.org/wiki/Joel_Corey
http://www.wikidata.org/entity/Q588700;http://commons.wikimedia.org/wiki/Special:FilePath/Joel%20Allen%20Dewey.jpg;http://www.wikidata.org/entity/Q6213371;Joel Dewey;Union United States Army general (1840-1873);https://en.wikipedia.org/wiki/Joel_Dewey
http://www.wikidata.org/entity/Q588700;http://commons.wikimedia.org/wiki/Special:FilePath/A%20popular%20chemistry%3B%20%281887%29%20%2814592666070%29.jpg;http://www.wikidata.org/entity/Q6213383;Joel Dorman Steele;American educator;https://en.wikipedia.org/wiki/Joel_Dorman_Steele
http://www.wikidata.org/entity/Q588700;http://commons.wikimedia.org/wiki/Special:FilePath/Joel%20Byrom%20York%20City%20v.%20Northwich%20Victoria%201.png;http://www.wikidata.org/entity/Q6213284;Joel Byrom;English footballer (born 1986);https://en.wikipedia.org/wiki/Joel_Byrom
http://www.wikidata.org/entity/Q588700;http://commons.wikimedia.org/wiki/Special:FilePath/Joel%20Collier.jpg;http://www.wikidata.org/entity/Q6213321;Joel Collier;American football player and coach;https://en.wikipedia.org/wiki/Joel_Collier
http://www.wikidata.org/entity/Q588700;http://commons.wikimedia.org/wiki/Special:FilePath/Supervisor%20Joel%20Engardio.jpg;http://www.wikidata.org/entity/Q6213420;Joel Engardio;writer, filmmaker, civil liberties advocate.;https://en.wikipedia.org/wiki/Joel_Engardio
http://www.wikidata.org/entity/Q588700;http://commons.wikimedia.org/wiki/Special:FilePath/Caf%C3%A9%20Filos%C3%B3fico%20com%20Joel%20Birman%20em%20Campinas%20%284379502064%29.jpg;http://www.wikidata.org/entity/Q6213246;Joel Birman;Brazilian psychiatrist and psychotherapist;https://en.wikipedia.org/wiki/Joel_Birman
http://www.wikidata.org/entity/Q588700;http://commons.wikimedia.org/wiki/Special:FilePath/Joel%20Breton%20at%20the%20FlashGamingSummit2.JPG;http://www.wikidata.org/entity/Q6213266;Joel Breton;Best known for producing award winning video games including Bomberman Live, Unreal, Duke Nukem, and Pirates of the Caribbean;https://en.wikipedia.org/wiki/Joel_Breton
http://www.wikidata.org/entity/Q588700;http://commons.wikimedia.org/wiki/Special:FilePath/Joel%20Cook.jpg;http://www.wikidata.org/entity/Q6213331;Joel Cook;American politician (1842-1910);https://en.wikipedia.org/wiki/Joel_Cook
http://www.wikidata.org/entity/Q13028078;http://commons.wikimedia.org/wiki/Special:FilePath/JeffWynn-SmithRocks.jpg;http://www.wikidata.org/entity/Q6175888;Jeffrey C. Wynn;American geologist, geophysicist;https://en.wikipedia.org/wiki/Jeffrey_C._Wynn
http://www.wikidata.org/entity/Q13028078;http://commons.wikimedia.org/wiki/Special:FilePath/Dunstanface.jpg;http://www.wikidata.org/entity/Q6175959;Jeffrey Dunstan;"""Mayor"" of Garrett";https://en.wikipedia.org/wiki/Jeffrey_Dunstan
http://www.wikidata.org/entity/Q13028078;http://commons.wikimedia.org/wiki/Special:FilePath/Captain%20Jeffrey%20Feinstein%20beside%20F-4%20Phantom.jpg;http://www.wikidata.org/entity/Q6175975;Jeffrey Feinstein;Recipient of the Purple Heart medal;https://en.wikipedia.org/wiki/Jeffrey_Feinstein
http://www.wikidata.org/entity/Q13028078;http://commons.wikimedia.org/wiki/Special:FilePath/Jeffrey%20Sprecher.jpg;http://www.wikidata.org/entity/Q6175884;Jeffrey Sprecher;American businessman;https://en.wikipedia.org/wiki/Jeffrey_Sprecher
http://www.wikidata.org/entity/Q13028078;http://commons.wikimedia.org/wiki/Special:FilePath/Jeffrey%20Brown%202015.jpg;http://www.wikidata.org/entity/Q6175874;Jeffrey Brown;American journalist;https://en.wikipedia.org/wiki/Jeffrey_Brown_(journalist)
http://www.wikidata.org/entity/Q13028078;http://commons.wikimedia.org/wiki/Special:FilePath/Jeffrey%20Cariaso%20-%20Ginebra%20-%202014.jpg;http://www.wikidata.org/entity/Q6175891;Jeffrey Cariaso;Filipino-American basketball player and coach;https://en.wikipedia.org/wiki/Jeffrey_Cariaso
http://www.wikidata.org/entity/Q13028078;http://commons.wikimedia.org/wiki/Special:FilePath/Jeffrey%20Cuthbert.jpg;http://www.wikidata.org/entity/Q6175921;Jeffrey Cuthbert;British politician (born 1948);https://en.wikipedia.org/wiki/Jeffrey_Cuthbert
http://www.wikidata.org/entity/Q13028078;http://commons.wikimedia.org/wiki/Special:FilePath/Artist%20Jeffrey%20Gibson.jpg;http://www.wikidata.org/entity/Q6176002;Jeffrey Gibson;Choctaw-Cherokee painter and sculptor;https://en.wikipedia.org/wiki/Jeffrey_Gibson
http://www.wikidata.org/entity/Q13028078;http://commons.wikimedia.org/wiki/Special:FilePath/Jeffrey%20Goldberg%202013%20%281301030-M-EV637-116%29.jpg;http://www.wikidata.org/entity/Q6176005;Jeffrey Goldberg;American journalist;https://en.wikipedia.org/wiki/Jeffrey_Goldberg
http://www.wikidata.org/entity/Q13028078;http://commons.wikimedia.org/wiki/Special:FilePath/Jeff%20Bullock%20With%20Students%20Cropped.jpg;http://www.wikidata.org/entity/Q6175877;Jeffrey Bullock;American academic administrator;https://en.wikipedia.org/wiki/Jeffrey_Bullock
http://www.wikidata.org/entity/Q3849698;http://commons.wikimedia.org/wiki/Special:FilePath/Marlon%20King%20vs%20Antwerp%20%28cropped%29.jpg;http://www.wikidata.org/entity/Q10588;Marlon King;association football player;https://en.wikipedia.org/wiki/Marlon_King
http://www.wikidata.org/entity/Q3849698;http://commons.wikimedia.org/wiki/Special:FilePath/Marlon%20Roudette.jpg;http://www.wikidata.org/entity/Q21076;Marlon Roudette;English singer and songwriter;https://en.wikipedia.org/wiki/Marlon_Roudette
http://www.wikidata.org/entity/Q3849698;http://commons.wikimedia.org/wiki/Special:FilePath/Marlon%20Brando%20publicity%20for%20One-Eyed%20Jacks.png;http://www.wikidata.org/entity/Q34012;Marlon Brando;American actor (1924–2004);https://en.wikipedia.org/wiki/Marlon_Brando
http://www.wikidata.org/entity/Q3849698;http://commons.wikimedia.org/wiki/Special:FilePath/Marlon%20St%C3%B6ckinger%20at%20the%20Globe%20Tattoo%20launch%20in%20Glorietta%204%2C%20Makati%2C%20May%202013.jpg;http://www.wikidata.org/entity/Q115968;Marlon Stöckinger;Filipino racing driver;https://en.wikipedia.org/wiki/Marlon_St%C3%B6ckinger
http://www.wikidata.org/entity/Q3849698;http://commons.wikimedia.org/wiki/Special:FilePath/Marlon%20Harewood.JPG;http://www.wikidata.org/entity/Q226125;Marlon Harewood;British footballer (born 1979);https://en.wikipedia.org/wiki/Marlon_Harewood
http://www.wikidata.org/entity/Q3849698;http://commons.wikimedia.org/wiki/Special:FilePath/Zeke%20Clements%20Billboard.jpg;http://www.wikidata.org/entity/Q187216;Zeke Clements;American country musician, songwriter (1911-1994);https://en.wikipedia.org/wiki/Zeke_Clements
http://www.wikidata.org/entity/Q3849698;http://commons.wikimedia.org/wiki/Special:FilePath/TIFF%202019%20jamie%20foxx%20%28cropped%29.jpg;http://www.wikidata.org/entity/Q171905;Jamie Foxx;American actor, comedian, and singer (born 1967);https://en.wikipedia.org/wiki/Jamie_Foxx
http://www.wikidata.org/entity/Q3849698;http://commons.wikimedia.org/wiki/Special:FilePath/Marlon%20Jackson%202013.jpg;http://www.wikidata.org/entity/Q319392;Marlon Jackson;American singer and member of The Jackson 5;https://en.wikipedia.org/wiki/Marlon_Jackson
http://www.wikidata.org/entity/Q3849698;http://commons.wikimedia.org/wiki/Special:FilePath/Marlon%20Wayans%20%282018%29%20%28cropped%29.jpg;http://www.wikidata.org/entity/Q310785;Marlon Wayans;American actor, screenwriter, and film producer;https://en.wikipedia.org/wiki/Marlon_Wayans
http://www.wikidata.org/entity/Q3849698;http://commons.wikimedia.org/wiki/Special:FilePath/Marlon%20Devonish%20Memorial%20Van%20Damme%202010.jpg;http://www.wikidata.org/entity/Q528894;Marlon Devonish;English sprint athlete;https://en.wikipedia.org/wiki/Marlon_Devonish
http://www.wikidata.org/entity/Q1249148;http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20hartmann%20portrait.jpg;http://www.wikidata.org/entity/Q95832;Richard Hartmann;German businessman (1809-1878);https://en.wikipedia.org/wiki/Richard_Hartmann
http://www.wikidata.org/entity/Q1249148;http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20Lenel.jpg;http://www.wikidata.org/entity/Q98545;Richard Lenel;German businessman (1869–1950);https://en.wikipedia.org/wiki/Richard_Lenel
http://www.wikidata.org/entity/Q1249148;http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20Salomon%20%285162291464%29.jpg;http://www.wikidata.org/entity/Q100229;Richard G. Salomon;American historian (1884–1966);https://en.wikipedia.org/wiki/Richard_G._Salomon
http://www.wikidata.org/entity/Q1249148;http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20Sch%C3%B6ne%202.jpg;http://www.wikidata.org/entity/Q100532;Richard Schöne;German classical archaeologist (1840-1922);https://en.wikipedia.org/wiki/Richard_Sch%C3%B6ne
http://www.wikidata.org/entity/Q1249148;http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20Euringer%20%281891-1953%29.jpg;http://www.wikidata.org/entity/Q100364;Richard Euringer;German writer (1891–1953);https://en.wikipedia.org/wiki/Richard_Euringer
http://www.wikidata.org/entity/Q1249148;http://commons.wikimedia.org/wiki/Special:FilePath/Berliner%20TuFC%20Union%2092%2004-05.jpg;http://www.wikidata.org/entity/Q96945;Richard Girulatis;German football manager (1878-1963);https://en.wikipedia.org/wiki/Richard_Girulatis
http://www.wikidata.org/entity/Q1249148;http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20183-B0527-0001-861%2C%20Carl%20von%20Ossietzky%20vor%20der%20Strafanstalt%20Berlin-Tegel.jpg;http://www.wikidata.org/entity/Q100372;Kurt R. Grossmann;German journalist (1897-1972);https://en.wikipedia.org/wiki/Kurt_Gro%C3%9Fmann
http://www.wikidata.org/entity/Q1249148;http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20M%20Weiner.png;http://www.wikidata.org/entity/Q102343;Richard M. Weiner;German physicist (1930–2020);https://en.wikipedia.org/wiki/Richard_M._Weiner
http://www.wikidata.org/entity/Q1249148;http://commons.wikimedia.org/wiki/Special:FilePath/Derek-Harold-Richard-Barton.jpg;http://www.wikidata.org/entity/Q102419;Derek Barton;English organic chemist (1918–1998);https://en.wikipedia.org/wiki/Derek_Barton
http://www.wikidata.org/entity/Q1249148;http://commons.wikimedia.org/wiki/Special:FilePath/BuckminsterFuller1.jpg;http://www.wikidata.org/entity/Q102289;Buckminster Fuller;American architect, systems theorist, author, designer, inventor and futurist (1895–1983);https://en.wikipedia.org/wiki/Buckminster_Fuller
http://www.wikidata.org/entity/Q261113;http://commons.wikimedia.org/wiki/Special:FilePath/Noel%20Harry%20Leaver%20Leon%20Underwood%201911.jpg;http://www.wikidata.org/entity/Q7047066;Noel Leaver;painter (1889-1951);https://en.wikipedia.org/wiki/Noel_Leaver
http://www.wikidata.org/entity/Q261113;http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A2%D0%9D%D0%9C%D0%A3%20-%20%D0%9F%D0%BE%D1%81%D0%BE%D0%BB%20%D0%9F%D0%B0%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D1%83%20%D0%B2%20%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%96%20%D0%9D%D0%BE%D0%B5%D0%BB%D1%8C%20%D0%86%D0%B7%D1%80%D0%B0%D0%B5%D0%BB%D1%8C%20%D0%A5%D0%BE%D1%85%D0%B0%D1%80%20-%2022019107.jpg;http://www.wikidata.org/entity/Q7047011;Noel Israel Khokhar;Pakistani Military Officer;https://en.wikipedia.org/wiki/Noel_Israel_Khokhar
http://www.wikidata.org/entity/Q261113;http://commons.wikimedia.org/wiki/Special:FilePath/Noel%20Hill.png;http://www.wikidata.org/entity/Q7046995;Noel Hill;Irish musician;https://en.wikipedia.org/wiki/Noel_Hill_(musician)
http://www.wikidata.org/entity/Q261113;http://commons.wikimedia.org/wiki/Special:FilePath/Noel%20Grigsby%20after%202012%20Military%20Bowl.jpg;http://www.wikidata.org/entity/Q7046973;Noel Grigsby;American football wide receiver;https://en.wikipedia.org/wiki/Noel_Grigsby
http://www.wikidata.org/entity/Q261113;http://commons.wikimedia.org/wiki/Special:FilePath/Manfred%20Mann%20-%20Bad%20Urach%2030-05-2009%20-%203.jpg;http://www.wikidata.org/entity/Q7047099;Noel McCalla;British rock singer;https://en.wikipedia.org/wiki/Noel_McCalla
http://www.wikidata.org/entity/Q261113;http://commons.wikimedia.org/wiki/Special:FilePath/Noel%20Devine.jpg;http://www.wikidata.org/entity/Q7046918;Noel Devine;player of American football;https://en.wikipedia.org/wiki/Noel_Devine
